Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 1, 2022 12:00 AM;Jan 1, 2022 1:00 AM;4,268.25;1,473.00;5,975.50;25,602.75;2.00;157.00;3,304.75;3,562.00;2,039.25;3,498.50;416.50;1,467.25
Jan 1, 2022 1:00 AM;Jan 1, 2022 2:00 AM;4,256.00;1,525.00;5,775.25;24,347.75;2.00;158.00;3,348.00;3,546.75;2,049.75;3,414.25;414.75;1,465.00
Jan 1, 2022 2:00 AM;Jan 1, 2022 3:00 AM;4,258.00;1,475.00;5,548.00;23,188.75;2.00;159.00;3,344.25;3,495.00;2,033.25;3,408.75;379.75;1,457.25
Jan 1, 2022 3:00 AM;Jan 1, 2022 4:00 AM;4,263.00;1,459.75;5,382.75;22,113.50;2.00;159.50;3,342.50;3,504.75;2,023.75;3,414.00;321.25;1,453.75
Jan 1, 2022 4:00 AM;Jan 1, 2022 5:00 AM;4,267.25;1,505.00;5,586.50;20,620.75;2.00;158.50;3,342.50;3,537.50;2,013.25;3,428.75;244.25;1,447.50
Jan 1, 2022 5:00 AM;Jan 1, 2022 6:00 AM;4,280.25;1,485.50;4,531.25;19,587.75;2.00;158.50;3,347.25;3,767.00;2,014.00;3,421.25;212.75;1,453.75
Jan 1, 2022 6:00 AM;Jan 1, 2022 7:00 AM;4,329.00;1,446.50;4,514.75;19,292.75;2.00;158.00;3,343.25;3,876.25;2,031.25;3,447.75;167.00;1,456.50
Jan 1, 2022 7:00 AM;Jan 1, 2022 8:00 AM;4,403.25;1,448.00;4,850.00;18,058.50;2.00;158.00;3,329.25;3,869.50;2,361.50;3,471.75;275.25;1,465.25
Jan 1, 2022 8:00 AM;Jan 1, 2022 9:00 AM;4,523.75;1,471.75;4,172.00;16,698.50;224.50;158.75;3,343.50;3,981.75;2,448.75;3,605.50;183.25;1,463.00
Jan 1, 2022 9:00 AM;Jan 1, 2022 10:00 AM;4,565.75;1,470.00;4,214.00;15,722.25;1,808.25;158.25;3,330.75;4,209.50;2,461.50;3,526.50;141.00;1,456.50
Jan 1, 2022 10:00 AM;Jan 1, 2022 11:00 AM;4,574.00;1,475.25;4,051.00;14,030.50;4,126.75;152.50;3,339.25;4,374.25;2,444.00;3,649.25;206.00;1,454.25
Jan 1, 2022 11:00 AM;Jan 1, 2022 12:00 PM;4,540.25;1,489.00;4,265.00;11,948.50;6,371.75;152.25;3,343.25;4,423.75;2,527.00;3,662.50;164.25;1,450.25
Jan 1, 2022 12:00 PM;Jan 1, 2022 1:00 PM;4,485.25;1,460.75;4,995.00;10,403.00;7,461.00;147.75;3,348.00;4,503.50;2,722.50;3,656.75;871.50;1,451.50
Jan 1, 2022 1:00 PM;Jan 1, 2022 2:00 PM;4,435.75;1,470.75;5,527.50;9,010.75;6,602.50;146.00;3,344.00;4,239.75;2,748.75;3,546.50;1,336.75;1,452.00
Jan 1, 2022 2:00 PM;Jan 1, 2022 3:00 PM;4,451.25;1,506.25;5,889.25;8,404.25;4,407.00;146.00;3,307.50;4,907.25;2,930.00;3,638.75;2,326.50;1,448.00
Jan 1, 2022 3:00 PM;Jan 1, 2022 4:00 PM;4,510.75;1,508.25;6,038.25;8,818.50;1,677.00;147.50;3,344.25;6,367.50;3,328.25;3,653.75;2,041.75;1,449.50
Jan 1, 2022 4:00 PM;Jan 1, 2022 5:00 PM;4,620.00;1,448.25;6,106.50;10,687.75;134.75;150.00;3,346.00;7,041.50;3,810.50;3,587.50;2,933.25;1,458.75
Jan 1, 2022 5:00 PM;Jan 1, 2022 6:00 PM;4,664.25;1,458.75;6,080.00;12,998.00;2.50;150.75;3,349.50;7,377.75;4,024.25;3,548.25;3,629.75;1,458.50
Jan 1, 2022 6:00 PM;Jan 1, 2022 7:00 PM;4,694.50;1,452.00;6,048.50;15,100.00;2.00;153.00;3,351.50;7,576.00;4,177.25;3,549.50;4,089.75;1,465.50
Jan 1, 2022 7:00 PM;Jan 1, 2022 8:00 PM;4,643.50;1,445.00;6,086.00;17,064.00;2.00;152.00;3,350.75;7,200.50;3,973.25;3,603.75;3,367.75;1,466.75
Jan 1, 2022 8:00 PM;Jan 1, 2022 9:00 PM;4,527.25;1,458.00;6,232.50;18,067.50;2.00;155.75;3,352.50;6,287.00;3,575.50;3,708.50;2,139.75;1,467.50
Jan 1, 2022 9:00 PM;Jan 1, 2022 10:00 PM;4,428.25;1,452.50;6,473.25;18,578.50;2.00;158.00;3,353.00;5,657.25;3,131.75;3,620.00;1,222.75;1,468.75
Jan 1, 2022 10:00 PM;Jan 1, 2022 11:00 PM;4,373.75;1,511.25;6,743.25;18,675.75;2.00;158.25;3,357.50;5,691.00;2,623.75;3,569.75;1,393.00;1,478.25
Jan 1, 2022 11:00 PM;Jan 2, 2022 12:00 AM;4,323.00;1,444.25;6,932.75;18,942.75;2.00;159.50;3,354.75;4,544.50;2,437.50;3,499.25;624.75;1,475.75
Jan 2, 2022 12:00 AM;Jan 2, 2022 1:00 AM;4,258.75;1,428.00;6,943.50;19,005.50;2.00;160.00;3,318.25;3,648.00;2,268.00;3,487.50;209.75;1,471.75
Jan 2, 2022 1:00 AM;Jan 2, 2022 2:00 AM;4,262.75;1,457.50;6,835.00;18,842.75;2.00;159.50;3,183.25;3,666.25;2,211.50;3,450.50;376.50;1,463.25
Jan 2, 2022 2:00 AM;Jan 2, 2022 3:00 AM;4,270.00;1,506.75;6,783.75;18,061.50;2.00;158.50;3,269.00;3,520.50;2,192.25;3,446.75;387.25;1,462.25
Jan 2, 2022 3:00 AM;Jan 2, 2022 4:00 AM;4,270.25;1,514.50;6,274.25;19,020.50;2.00;156.75;3,323.25;3,457.50;2,195.00;3,453.00;350.50;1,459.50
Jan 2, 2022 4:00 AM;Jan 2, 2022 5:00 AM;4,283.25;1,517.50;6,037.25;18,155.25;2.00;156.00;3,340.25;3,459.00;2,215.50;3,413.25;348.25;1,451.50
Jan 2, 2022 5:00 AM;Jan 2, 2022 6:00 AM;4,295.00;1,510.50;6,314.00;18,232.25;2.00;154.25;3,336.25;3,468.25;2,207.00;3,446.75;340.25;1,459.25
Jan 2, 2022 6:00 AM;Jan 2, 2022 7:00 AM;4,350.50;1,439.50;6,000.50;19,090.75;2.00;152.25;3,330.75;3,451.25;2,225.75;3,508.50;292.50;1,450.25
Jan 2, 2022 7:00 AM;Jan 2, 2022 8:00 AM;4,400.50;1,405.25;5,377.00;20,699.00;2.50;152.50;3,362.00;3,469.25;2,234.25;3,553.75;841.50;1,456.00
Jan 2, 2022 8:00 AM;Jan 2, 2022 9:00 AM;4,506.75;1,417.25;5,620.75;22,741.75;337.00;151.75;3,345.00;3,616.00;2,071.75;3,634.25;1,556.25;1,454.25
Jan 2, 2022 9:00 AM;Jan 2, 2022 10:00 AM;4,548.50;1,417.25;5,098.50;23,713.50;1,961.75;152.50;3,358.75;3,610.50;2,116.50;3,565.75;1,466.50;1,450.25
Jan 2, 2022 10:00 AM;Jan 2, 2022 11:00 AM;4,571.00;1,433.00;5,430.50;24,987.00;3,966.25;153.75;3,347.00;3,578.75;2,189.00;3,547.50;1,345.25;1,450.50
Jan 2, 2022 11:00 AM;Jan 2, 2022 12:00 PM;4,545.00;1,427.25;6,116.25;26,634.50;5,191.00;152.50;3,371.00;3,479.50;2,202.00;3,495.25;739.25;1,453.00
Jan 2, 2022 12:00 PM;Jan 2, 2022 1:00 PM;4,437.00;1,449.00;6,329.00;28,906.50;5,058.25;150.50;3,364.75;3,524.75;2,222.25;3,530.75;550.00;1,455.75
Jan 2, 2022 1:00 PM;Jan 2, 2022 2:00 PM;4,395.75;1,415.25;5,981.25;30,503.50;3,834.25;150.75;3,355.50;3,494.25;2,217.00;3,550.50;412.75;1,454.75
Jan 2, 2022 2:00 PM;Jan 2, 2022 3:00 PM;4,369.25;1,422.50;5,680.50;32,104.75;2,617.25;151.00;3,352.50;3,502.50;2,189.00;3,502.00;312.25;1,457.75
Jan 2, 2022 3:00 PM;Jan 2, 2022 4:00 PM;4,404.75;1,421.00;5,827.50;33,604.75;1,029.25;151.75;3,349.75;3,485.25;2,283.50;3,482.00;381.00;1,469.75
Jan 2, 2022 4:00 PM;Jan 2, 2022 5:00 PM;4,491.25;1,472.00;6,303.00;34,603.50;56.00;153.00;3,345.00;3,493.75;2,347.50;3,461.25;492.25;1,471.50
Jan 2, 2022 5:00 PM;Jan 2, 2022 6:00 PM;4,577.00;1,412.00;6,361.25;35,881.50;3.00;152.25;3,345.25;3,664.50;2,432.25;3,413.75;486.25;1,468.50
Jan 2, 2022 6:00 PM;Jan 2, 2022 7:00 PM;4,620.50;1,461.50;6,539.25;36,213.25;2.00;152.00;3,328.75;3,665.75;2,402.00;3,454.50;621.25;1,469.50
Jan 2, 2022 7:00 PM;Jan 2, 2022 8:00 PM;4,616.25;1,517.50;6,732.75;34,952.75;1.75;152.50;3,324.50;3,582.00;2,385.00;3,434.25;851.00;1,468.50
Jan 2, 2022 8:00 PM;Jan 2, 2022 9:00 PM;4,575.25;1,474.25;6,952.75;33,957.50;2.00;153.00;3,323.00;3,597.75;2,325.75;3,461.75;1,141.50;1,468.25
Jan 2, 2022 9:00 PM;Jan 2, 2022 10:00 PM;4,455.00;1,422.00;6,680.50;32,604.50;2.00;152.75;3,306.75;3,512.25;2,219.75;3,388.75;1,000.00;1,470.00
Jan 2, 2022 10:00 PM;Jan 2, 2022 11:00 PM;4,383.75;1,424.25;6,037.00;30,641.50;2.00;153.00;3,355.75;3,511.00;2,184.00;3,446.75;1,223.50;1,479.00
Jan 2, 2022 11:00 PM;Jan 3, 2022 12:00 AM;4,307.50;1,393.75;5,969.00;29,928.50;2.00;153.50;3,348.50;3,524.50;2,143.00;3,307.00;724.50;1,473.50
Jan 3, 2022 12:00 AM;Jan 3, 2022 1:00 AM;4,225.75;1,419.75;6,254.00;28,710.00;2.00;153.00;3,339.25;3,676.50;2,093.75;3,486.00;252.00;1,463.50
Jan 3, 2022 1:00 AM;Jan 3, 2022 2:00 AM;4,212.25;1,460.25;6,047.75;26,725.25;2.00;152.00;3,278.75;3,977.75;2,059.00;3,378.50;366.00;1,452.75
Jan 3, 2022 2:00 AM;Jan 3, 2022 3:00 AM;4,188.25;1,500.50;5,705.00;26,462.25;2.00;153.00;3,146.25;3,858.50;2,024.50;3,428.25;411.50;1,440.00
Jan 3, 2022 3:00 AM;Jan 3, 2022 4:00 AM;4,163.25;1,471.50;5,713.50;25,674.00;2.00;153.75;3,101.75;3,870.75;2,028.25;3,455.00;293.00;1,439.75
Jan 3, 2022 4:00 AM;Jan 3, 2022 5:00 AM;4,196.00;1,508.50;5,781.00;27,195.00;2.00;154.75;3,122.50;4,013.75;2,051.50;3,431.25;267.00;1,437.25
Jan 3, 2022 5:00 AM;Jan 3, 2022 6:00 AM;4,269.00;1,455.00;6,091.75;31,009.50;1.25;154.25;3,332.25;4,303.75;2,220.00;3,513.50;356.50;1,437.25
Jan 3, 2022 6:00 AM;Jan 3, 2022 7:00 AM;4,321.00;1,441.00;6,177.25;36,181.75;1.25;153.50;3,330.50;5,047.00;2,576.75;3,942.50;411.00;1,396.00
Jan 3, 2022 7:00 AM;Jan 3, 2022 8:00 AM;4,482.00;1,487.25;6,058.00;37,712.50;2.00;153.00;3,336.50;5,755.75;3,092.75;4,792.00;729.00;1,349.50
Jan 3, 2022 8:00 AM;Jan 3, 2022 9:00 AM;4,592.25;1,473.00;6,060.75;36,715.25;148.00;149.50;3,342.00;7,212.00;3,505.25;5,369.00;1,463.50;1,349.25
Jan 3, 2022 9:00 AM;Jan 3, 2022 10:00 AM;4,593.50;1,447.25;6,024.00;36,067.00;1,450.25;148.25;3,346.75;8,444.50;3,557.50;5,430.75;1,815.50;1,340.75
Jan 3, 2022 10:00 AM;Jan 3, 2022 11:00 AM;4,541.75;1,433.75;5,656.25;36,207.50;3,317.75;148.75;3,351.25;8,962.25;3,581.50;5,601.00;1,376.75;1,345.00
Jan 3, 2022 11:00 AM;Jan 3, 2022 12:00 PM;4,501.75;1,429.50;5,643.50;36,879.00;4,555.50;148.75;3,499.25;8,986.75;3,578.00;5,476.75;698.25;1,350.75
Jan 3, 2022 12:00 PM;Jan 3, 2022 1:00 PM;4,446.25;1,444.50;5,631.00;36,785.75;4,790.25;150.75;3,918.25;9,073.25;3,433.75;5,380.25;820.75;1,367.00
Jan 3, 2022 1:00 PM;Jan 3, 2022 2:00 PM;4,440.50;1,408.00;5,638.25;36,067.50;3,803.00;153.50;4,040.25;9,301.25;3,332.25;5,494.50;714.00;1,345.50
Jan 3, 2022 2:00 PM;Jan 3, 2022 3:00 PM;4,483.50;1,434.75;5,646.25;34,969.75;2,542.50;155.75;4,046.75;9,777.75;3,335.00;5,471.50;617.25;1,375.00
Jan 3, 2022 3:00 PM;Jan 3, 2022 4:00 PM;4,560.75;1,424.50;5,651.50;33,395.75;911.00;156.00;4,045.25;10,824.00;3,459.75;5,476.75;1,686.75;1,382.50
Jan 3, 2022 4:00 PM;Jan 3, 2022 5:00 PM;4,689.50;1,396.50;5,656.50;33,010.00;45.25;163.00;4,047.75;11,331.00;4,063.50;5,607.50;3,309.25;1,408.25
Jan 3, 2022 5:00 PM;Jan 3, 2022 6:00 PM;4,745.50;1,405.25;5,601.50;32,476.75;3.00;170.00;4,050.00;11,398.25;4,330.25;5,847.25;3,566.00;1,417.75
Jan 3, 2022 6:00 PM;Jan 3, 2022 7:00 PM;4,754.25;1,472.00;5,447.00;32,611.50;2.00;168.50;4,049.75;11,579.75;4,414.50;5,788.25;2,101.50;1,417.50
Jan 3, 2022 7:00 PM;Jan 3, 2022 8:00 PM;4,715.50;1,483.00;5,455.25;31,070.50;2.00;160.50;4,054.25;11,833.75;4,280.00;5,610.75;1,784.75;1,402.75
Jan 3, 2022 8:00 PM;Jan 3, 2022 9:00 PM;4,626.25;1,473.75;5,157.25;29,092.75;2.00;162.75;4,055.00;12,061.75;4,415.50;5,353.50;1,365.00;1,401.00
Jan 3, 2022 9:00 PM;Jan 3, 2022 10:00 PM;4,453.50;1,498.75;5,132.25;27,481.50;2.00;163.00;4,056.00;11,859.50;4,558.00;5,386.25;686.25;1,419.50
Jan 3, 2022 10:00 PM;Jan 3, 2022 11:00 PM;4,373.25;1,420.00;5,479.00;24,944.25;2.00;164.00;4,061.75;11,796.00;4,848.50;5,004.25;206.75;1,435.00
Jan 3, 2022 11:00 PM;Jan 4, 2022 12:00 AM;4,312.25;1,411.50;5,342.00;23,008.75;2.00;165.25;4,066.00;11,849.50;4,684.75;4,784.75;208.75;1,434.25
Jan 4, 2022 12:00 AM;Jan 4, 2022 1:00 AM;4,294.25;1,483.50;5,306.50;21,415.75;2.00;174.50;4,062.25;12,531.00;4,601.00;4,508.25;239.00;1,428.25
Jan 4, 2022 1:00 AM;Jan 4, 2022 2:00 AM;4,303.50;1,563.75;4,863.50;20,284.75;2.00;163.50;4,064.75;12,376.00;4,466.00;4,443.50;208.50;1,407.00
Jan 4, 2022 2:00 AM;Jan 4, 2022 3:00 AM;4,285.75;1,577.50;3,962.00;18,940.25;2.00;165.50;4,066.75;11,923.25;3,978.50;4,358.00;224.00;1,432.00
Jan 4, 2022 3:00 AM;Jan 4, 2022 4:00 AM;4,286.00;1,557.00;3,435.00;17,745.25;2.00;166.75;4,066.75;11,989.75;4,274.50;4,499.50;214.75;1,393.25
Jan 4, 2022 4:00 AM;Jan 4, 2022 5:00 AM;4,315.75;1,506.50;2,651.25;16,303.50;2.00;166.75;4,066.75;12,508.25;5,033.75;4,844.75;263.50;1,388.75
Jan 4, 2022 5:00 AM;Jan 4, 2022 6:00 AM;4,353.75;1,402.25;2,512.00;15,210.50;2.00;175.75;4,063.00;12,573.75;6,423.25;5,398.00;243.50;1,401.00
Jan 4, 2022 6:00 AM;Jan 4, 2022 7:00 AM;4,447.50;1,429.00;3,088.00;14,225.00;2.00;205.25;4,061.75;12,898.00;8,477.75;6,935.50;343.75;1,432.00
Jan 4, 2022 7:00 AM;Jan 4, 2022 8:00 AM;4,616.00;1,622.25;3,319.00;13,322.75;4.00;210.75;4,062.00;12,879.00;10,331.50;8,013.00;2,082.50;1,500.00
Jan 4, 2022 8:00 AM;Jan 4, 2022 9:00 AM;4,720.25;1,564.00;3,250.75;12,617.50;54.50;208.00;4,064.00;12,950.50;10,766.25;9,321.00;3,250.75;1,512.50
Jan 4, 2022 9:00 AM;Jan 4, 2022 10:00 AM;4,746.50;1,511.25;2,818.00;11,933.75;494.75;207.00;4,065.75;12,957.00;11,213.50;9,956.75;3,983.75;1,531.25
Jan 4, 2022 10:00 AM;Jan 4, 2022 11:00 AM;4,711.25;1,506.00;3,544.00;11,823.25;1,188.25;203.75;4,064.75;12,978.00;11,422.25;10,057.25;4,017.50;1,549.50
Jan 4, 2022 11:00 AM;Jan 4, 2022 12:00 PM;4,669.75;1,463.25;3,506.75;12,112.75;1,860.25;209.00;4,063.25;13,070.75;11,597.00;10,054.75;3,603.50;1,550.75
Jan 4, 2022 12:00 PM;Jan 4, 2022 1:00 PM;4,600.50;1,516.50;4,554.75;12,078.00;2,347.50;211.00;4,052.50;13,233.00;11,693.50;9,936.75;2,286.50;1,545.50
Jan 4, 2022 1:00 PM;Jan 4, 2022 2:00 PM;4,547.50;1,447.75;5,440.75;12,401.50;2,307.00;210.25;4,050.00;13,275.00;11,541.75;9,936.75;671.50;1,549.75
Jan 4, 2022 2:00 PM;Jan 4, 2022 3:00 PM;4,512.50;1,559.25;5,559.50;13,130.75;1,233.25;214.25;4,048.50;13,330.00;10,992.25;10,015.75;662.25;1,433.00
Jan 4, 2022 3:00 PM;Jan 4, 2022 4:00 PM;4,534.75;1,500.75;6,139.00;13,805.00;413.50;214.00;4,056.50;13,466.75;10,708.00;10,007.25;1,351.50;1,508.50
Jan 4, 2022 4:00 PM;Jan 4, 2022 5:00 PM;4,624.00;1,473.25;6,094.00;14,750.00;20.25;214.25;4,062.75;13,457.75;10,776.75;10,101.75;2,152.75;1,470.00
Jan 4, 2022 5:00 PM;Jan 4, 2022 6:00 PM;4,727.25;1,440.50;5,947.75;15,714.75;3.00;215.50;4,064.50;13,475.50;10,869.00;10,312.75;3,046.50;1,470.25
Jan 4, 2022 6:00 PM;Jan 4, 2022 7:00 PM;4,735.50;1,428.00;5,992.25;15,721.00;2.75;216.00;4,065.50;13,483.50;10,796.75;10,192.00;2,089.75;1,469.50
Jan 4, 2022 7:00 PM;Jan 4, 2022 8:00 PM;4,667.75;1,419.25;6,227.50;16,122.50;2.00;216.00;4,074.50;13,423.25;10,625.50;9,901.75;1,557.50;1,464.00
Jan 4, 2022 8:00 PM;Jan 4, 2022 9:00 PM;4,505.00;1,452.25;6,547.25;16,028.50;2.00;217.50;4,080.25;13,458.25;10,361.25;8,659.00;1,455.25;1,467.00
Jan 4, 2022 9:00 PM;Jan 4, 2022 10:00 PM;4,424.25;1,422.75;6,628.25;15,747.00;2.00;218.00;4,087.25;13,493.50;10,218.00;7,101.75;1,017.50;1,465.25
Jan 4, 2022 10:00 PM;Jan 4, 2022 11:00 PM;4,363.25;1,430.00;6,806.50;15,432.75;2.00;217.75;4,089.75;13,590.00;9,811.50;6,795.00;908.00;1,475.75
Jan 4, 2022 11:00 PM;Jan 5, 2022 12:00 AM;4,292.00;1,444.75;7,229.25;15,562.50;2.00;216.50;4,087.25;13,800.50;8,848.00;6,120.00;660.00;1,473.75
Jan 5, 2022 12:00 AM;Jan 5, 2022 1:00 AM;4,206.25;1,455.00;7,183.75;16,541.00;2.00;182.00;4,089.00;13,673.25;7,351.50;4,324.00;370.00;1,401.50
Jan 5, 2022 1:00 AM;Jan 5, 2022 2:00 AM;4,180.00;1,440.25;7,006.00;18,391.75;2.00;175.50;4,094.25;12,953.25;6,348.00;4,356.00;260.75;1,379.25
Jan 5, 2022 2:00 AM;Jan 5, 2022 3:00 AM;4,163.00;1,430.00;6,658.50;20,922.00;2.00;179.00;4,096.00;12,043.50;5,654.25;4,327.00;225.00;1,377.00
Jan 5, 2022 3:00 AM;Jan 5, 2022 4:00 AM;4,169.50;1,432.25;6,314.00;23,412.50;2.00;178.00;4,098.25;11,660.50;4,359.50;4,309.25;240.50;1,368.75
Jan 5, 2022 4:00 AM;Jan 5, 2022 5:00 AM;4,214.00;1,405.50;6,094.00;24,935.00;3.00;174.75;4,098.50;12,106.00;4,598.00;4,329.50;260.25;1,361.25
Jan 5, 2022 5:00 AM;Jan 5, 2022 6:00 AM;4,225.50;1,402.25;6,109.75;26,745.75;2.50;170.00;4,095.25;12,349.75;6,031.00;4,766.00;308.75;1,359.00
Jan 5, 2022 6:00 AM;Jan 5, 2022 7:00 AM;4,296.25;1,423.00;5,891.50;29,392.25;2.50;171.00;4,082.25;13,028.00;6,842.50;4,966.00;573.25;1,362.75
Jan 5, 2022 7:00 AM;Jan 5, 2022 8:00 AM;4,486.00;1,437.25;5,821.50;31,215.75;3.00;181.25;4,081.00;13,482.25;7,342.75;5,401.50;770.25;1,382.25
Jan 5, 2022 8:00 AM;Jan 5, 2022 9:00 AM;4,610.25;1,487.75;5,814.75;32,597.25;146.00;177.00;4,087.25;12,893.25;7,357.50;5,678.50;1,040.00;1,385.00
Jan 5, 2022 9:00 AM;Jan 5, 2022 10:00 AM;4,620.50;1,494.00;5,854.00;33,555.75;1,300.75;178.00;4,088.50;12,428.00;7,176.25;5,655.50;1,254.75;1,384.25
Jan 5, 2022 10:00 AM;Jan 5, 2022 11:00 AM;4,519.75;1,461.75;5,868.25;34,959.00;3,470.00;179.50;4,084.25;11,965.25;7,235.75;5,592.50;422.50;1,376.50
Jan 5, 2022 11:00 AM;Jan 5, 2022 12:00 PM;4,463.00;1,511.75;5,861.00;35,930.25;5,297.75;169.75;4,088.75;12,312.00;6,804.75;5,519.25;261.75;1,333.25
Jan 5, 2022 12:00 PM;Jan 5, 2022 1:00 PM;4,400.00;1,464.25;5,876.50;36,853.50;5,996.75;171.00;4,089.75;12,043.75;6,244.25;5,299.50;238.75;1,283.50
Jan 5, 2022 1:00 PM;Jan 5, 2022 2:00 PM;4,394.00;1,483.50;5,835.25;37,565.25;5,065.00;172.25;4,087.00;11,561.00;6,112.75;5,371.75;281.25;1,282.75
Jan 5, 2022 2:00 PM;Jan 5, 2022 3:00 PM;4,424.00;1,479.50;5,259.00;37,798.50;3,130.25;175.75;4,086.00;11,670.25;6,661.75;5,571.75;317.50;1,316.50
Jan 5, 2022 3:00 PM;Jan 5, 2022 4:00 PM;4,486.75;1,490.75;5,187.50;36,864.75;1,111.75;174.25;4,086.75;11,667.00;7,353.00;5,904.00;848.75;1,348.50
Jan 5, 2022 4:00 PM;Jan 5, 2022 5:00 PM;4,606.25;1,538.00;5,064.00;35,541.75;80.00;196.00;4,085.25;11,550.25;7,793.25;6,606.25;2,162.00;1,445.25
Jan 5, 2022 5:00 PM;Jan 5, 2022 6:00 PM;4,685.00;1,472.25;5,014.00;33,905.75;3.25;213.75;4,086.75;11,546.75;7,961.75;6,931.75;3,197.75;1,511.00
Jan 5, 2022 6:00 PM;Jan 5, 2022 7:00 PM;4,682.75;1,459.75;4,872.00;33,565.75;2.50;213.50;4,087.50;11,761.00;7,967.50;6,712.75;890.75;1,505.25
Jan 5, 2022 7:00 PM;Jan 5, 2022 8:00 PM;4,640.75;1,457.50;5,034.00;32,669.50;2.00;213.75;4,091.50;11,841.25;7,698.50;6,337.00;416.00;1,500.75
Jan 5, 2022 8:00 PM;Jan 5, 2022 9:00 PM;4,510.75;1,477.50;5,113.50;30,919.50;2.00;186.25;4,092.25;11,978.75;6,669.00;5,574.25;449.00;1,439.75
Jan 5, 2022 9:00 PM;Jan 5, 2022 10:00 PM;4,403.25;1,458.00;5,117.00;28,975.00;2.25;177.50;4,092.50;11,932.50;6,287.00;5,119.25;294.50;1,409.75
Jan 5, 2022 10:00 PM;Jan 5, 2022 11:00 PM;4,354.25;1,458.75;5,380.50;26,968.50;3.00;177.50;4,096.25;12,359.75;6,329.75;4,778.25;241.75;1,416.75
Jan 5, 2022 11:00 PM;Jan 6, 2022 12:00 AM;4,302.00;1,441.00;5,509.00;25,639.75;2.00;178.75;4,099.75;12,165.50;5,533.50;4,550.25;240.75;1,425.50
Jan 6, 2022 12:00 AM;Jan 6, 2022 1:00 AM;4,243.75;1,453.75;5,381.00;24,298.25;2.00;184.50;4,096.00;11,949.00;4,695.00;4,347.00;274.25;1,375.75
Jan 6, 2022 1:00 AM;Jan 6, 2022 2:00 AM;4,239.50;1,458.50;5,640.50;21,989.50;2.00;183.50;4,102.50;11,958.25;5,358.75;4,560.00;322.75;1,384.25
Jan 6, 2022 2:00 AM;Jan 6, 2022 3:00 AM;4,226.25;1,421.50;6,329.75;19,704.00;2.00;211.00;4,098.75;11,852.00;7,160.75;4,930.50;207.00;1,439.50
Jan 6, 2022 3:00 AM;Jan 6, 2022 4:00 AM;4,225.25;1,492.50;6,484.50;17,166.00;2.00;210.25;4,098.25;11,775.00;7,774.00;5,143.25;295.00;1,451.00
Jan 6, 2022 4:00 AM;Jan 6, 2022 5:00 AM;4,250.00;1,425.25;5,704.75;15,896.00;2.00;211.25;4,006.25;11,657.50;9,193.75;5,524.25;283.50;1,443.50
Jan 6, 2022 5:00 AM;Jan 6, 2022 6:00 AM;4,294.50;1,406.50;4,418.25;15,129.75;2.00;205.75;3,997.75;11,847.50;10,071.25;6,110.75;482.25;1,444.00
Jan 6, 2022 6:00 AM;Jan 6, 2022 7:00 AM;4,421.00;1,426.50;3,255.50;13,781.25;2.00;208.00;3,997.50;12,197.00;11,125.75;7,339.00;2,060.75;1,456.25
Jan 6, 2022 7:00 AM;Jan 6, 2022 8:00 AM;4,618.50;1,452.00;2,335.75;11,861.50;3.25;205.50;3,997.50;12,013.00;12,087.50;9,340.50;3,704.75;1,507.50
Jan 6, 2022 8:00 AM;Jan 6, 2022 9:00 AM;4,673.75;1,626.00;1,563.25;10,390.25;292.25;206.00;3,997.75;11,646.75;12,662.00;10,258.50;4,340.25;1,498.25
Jan 6, 2022 9:00 AM;Jan 6, 2022 10:00 AM;4,693.25;1,674.25;987.00;8,814.75;2,702.25;207.75;3,969.50;11,864.25;12,242.00;10,316.00;3,350.25;1,488.00
Jan 6, 2022 10:00 AM;Jan 6, 2022 11:00 AM;4,693.25;1,462.25;719.25;7,193.50;6,419.75;210.50;3,967.75;12,007.25;11,707.00;10,276.75;2,734.75;1,508.50
Jan 6, 2022 11:00 AM;Jan 6, 2022 12:00 PM;4,617.00;1,437.25;611.25;5,958.00;9,602.50;204.25;3,962.25;11,932.25;11,620.25;10,153.00;1,330.50;1,499.00
Jan 6, 2022 12:00 PM;Jan 6, 2022 1:00 PM;4,506.25;1,442.50;845.25;5,056.25;10,910.25;203.75;3,967.50;12,009.50;11,669.50;9,984.50;773.75;1,498.50
Jan 6, 2022 1:00 PM;Jan 6, 2022 2:00 PM;4,487.25;1,424.75;1,418.25;4,396.25;9,981.25;197.50;4,003.75;12,085.75;11,509.75;9,935.00;432.00;1,514.50
Jan 6, 2022 2:00 PM;Jan 6, 2022 3:00 PM;4,481.75;1,450.25;1,747.50;3,774.75;6,838.75;199.75;4,092.50;12,088.00;11,607.25;10,196.75;1,713.00;1,529.50
