Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;4,336.50;2,133.50;3,251.50;27,354.50;344.75;195.75;0.00;4,645.25;2,282.50;6,342.75;4,172.00;1,705.00
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;4,470.75;2,088.75;3,734.50;28,933.00;12.75;196.00;0.00;4,707.75;2,282.25;6,553.75;4,892.50;1,722.25
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;4,538.50;2,102.75;5,059.00;30,893.50;4.00;198.00;0.00;4,555.50;2,309.00;6,543.00;3,714.25;1,754.50
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;4,530.75;1,998.50;6,032.25;32,695.50;3.75;199.00;0.00;4,511.75;2,273.00;6,399.25;2,798.25;1,786.25
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;4,446.75;2,006.50;6,402.50;34,815.75;3.25;194.25;0.00;4,097.25;2,214.00;6,030.00;1,728.00;1,779.00
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;4,281.50;1,949.75;6,434.00;36,226.75;2.50;185.75;0.00;3,784.00;2,172.50;5,242.00;1,013.00;1,718.50
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;4,189.00;1,917.00;6,373.75;37,424.25;3.00;175.00;0.00;3,498.50;2,144.00;4,710.75;546.50;1,685.75
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;4,091.75;1,941.75;6,056.00;37,356.25;3.50;163.00;0.00;3,562.25;2,094.25;4,075.75;469.00;1,629.25
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;3,998.25;1,942.00;5,661.00;37,848.75;3.00;153.50;0.00;3,628.25;2,051.25;3,716.25;235.50;1,634.25
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;3,913.25;1,882.00;3,957.75;36,856.00;3.00;143.00;0.00;3,465.50;2,061.25;3,501.75;53.00;1,833.25
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;3,873.50;1,846.25;3,200.75;37,051.25;3.00;140.25;0.00;3,426.00;2,019.50;3,384.75;9.75;1,799.50
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;3,844.25;1,858.50;3,077.50;37,484.50;3.00;140.00;0.00;3,429.50;2,001.25;3,502.25;20.75;1,762.00
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;3,851.75;1,892.50;2,897.00;37,610.00;3.00;140.00;0.00;3,402.75;2,013.50;3,468.75;12.75;1,760.25
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;3,861.75;1,918.75;2,893.25;38,446.50;3.00;140.00;0.00;3,402.00;2,039.00;3,488.00;11.00;1,738.25
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;3,900.00;1,847.50;3,439.00;38,776.50;3.00;139.25;0.00;3,409.00;2,086.00;3,690.00;4.00;1,767.00
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;4,029.00;1,852.75;5,103.25;42,032.75;3.50;138.50;0.00;3,442.50;2,199.00;4,129.00;18.75;1,763.25
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;4,176.25;1,921.25;5,126.75;43,171.50;3.00;145.25;0.00;3,435.50;2,344.00;4,618.75;362.25;1,776.00
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;4,313.00;1,950.75;5,151.00;42,551.00;314.75;155.25;0.00;3,461.75;2,376.00;5,189.50;1,118.50;1,803.75
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;4,308.00;1,856.75;5,273.50;41,692.50;2,379.00;165.50;0.00;3,633.25;2,372.00;5,469.00;1,118.75;1,814.50
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;4,213.25;1,875.75;5,253.75;41,895.00;5,112.75;175.00;0.00;3,488.50;2,383.00;5,397.00;623.50;1,850.25
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;4,140.25;1,912.00;5,309.00;42,461.00;6,097.25;168.50;0.00;3,442.50;2,359.75;5,218.25;465.75;1,854.00
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;4,099.00;1,909.50;5,096.00;42,153.50;6,430.00;179.25;0.00;3,439.75;2,336.00;5,118.00;189.50;1,865.75
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;4,116.50;1,887.75;4,553.00;41,457.00;6,160.50;182.75;0.00;3,568.50;2,320.50;5,377.25;303.25;1,890.75
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;4,145.00;1,939.00;4,311.25;40,542.75;4,175.50;175.25;0.00;3,424.00;2,324.25;5,339.50;93.25;1,843.75
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;4,241.75;1,896.75;3,773.75;39,092.50;1,583.50;175.50;0.00;3,561.75;2,319.00;5,547.50;737.00;1,849.50
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;4,421.25;1,928.00;3,559.75;37,369.75;94.25;182.75;0.00;4,258.50;2,456.50;6,042.75;2,725.00;1,902.50
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;4,537.75;1,999.25;3,643.75;35,245.00;6.50;193.00;0.00;4,904.75;2,617.50;6,153.25;4,017.00;1,893.75
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;4,568.25;1,987.75;3,351.25;34,079.25;4.50;193.50;0.00;5,178.50;2,629.50;6,167.00;4,106.25;1,897.50
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;4,516.50;1,959.50;3,252.00;32,869.25;4.25;194.00;0.00;4,892.25;2,525.75;6,020.75;3,217.50;1,929.25
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;4,382.50;1,891.25;3,241.50;31,991.25;3.25;194.75;0.00;4,509.25;2,354.00;5,828.25;2,551.75;1,955.75
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;4,227.00;1,821.50;3,402.50;31,569.25;2.75;190.00;0.00;3,964.50;2,298.75;5,296.75;1,243.25;1,932.75
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;4,143.75;1,808.50;3,527.00;30,368.50;3.00;178.25;0.00;3,697.50;2,238.00;4,929.00;985.50;1,905.00
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;4,054.00;1,770.75;3,878.75;30,477.50;3.00;166.00;0.00;3,705.75;2,195.25;4,649.75;674.25;1,879.25
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;3,921.00;1,775.25;4,094.75;30,798.00;3.00;157.25;0.00;3,671.25;2,055.50;4,135.50;91.50;1,826.00
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;3,885.75;1,739.75;4,162.00;31,480.00;3.00;146.50;0.00;3,672.50;2,003.75;3,849.75;43.75;1,734.00
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;3,869.00;1,795.25;4,182.75;32,539.00;3.00;144.50;0.00;3,756.25;1,988.00;3,785.75;30.00;1,765.75
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;3,861.00;1,818.00;4,046.25;33,139.25;3.00;146.00;0.00;3,907.25;2,000.50;3,768.00;23.25;1,759.00
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;3,901.00;1,750.75;3,944.25;33,707.50;3.00;146.00;0.00;3,957.00;2,028.25;3,750.00;25.50;1,718.25
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;3,958.25;1,735.75;3,842.25;34,248.50;3.00;155.75;0.00;4,124.25;2,130.50;4,426.25;66.75;1,752.75
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;4,112.75;1,872.00;3,646.25;33,722.25;3.50;166.00;0.00;5,017.50;2,233.50;5,607.00;273.50;1,752.50
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;4,235.75;1,962.75;3,382.25;32,775.25;3.00;177.25;0.00;6,865.75;2,386.25;6,460.25;401.00;1,790.25
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;4,359.75;1,892.50;3,206.25;31,381.50;166.00;186.25;0.00;7,619.75;2,478.25;6,737.75;744.75;1,834.50
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;4,354.50;1,808.00;2,882.25;30,033.00;1,596.75;188.25;0.00;8,033.75;2,629.00;7,130.50;750.00;1,878.00
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;4,273.00;1,874.00;2,481.25;29,022.75;3,612.75;180.50;0.00;8,021.50;2,816.75;7,079.25;485.25;1,894.50
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;4,205.75;2,072.75;1,685.25;27,867.50;5,093.75;146.00;0.00;8,192.25;3,073.00;6,856.50;1,599.75;1,816.75
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;4,180.00;1,890.50;1,447.00;25,740.25;5,580.50;143.50;0.00;8,600.25;3,205.00;7,245.50;980.50;1,802.50
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;4,175.75;1,840.25;1,338.50;23,189.75;5,097.25;145.00;0.00;9,233.50;3,358.50;7,593.25;1,043.75;1,803.00
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;4,210.50;1,889.75;1,277.50;20,243.00;3,677.50;142.75;0.00;10,014.50;3,830.00;7,871.25;1,387.00;1,795.00
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;4,278.25;1,999.00;1,368.50;17,248.50;1,545.00;148.25;0.00;10,750.00;4,567.75;9,047.00;2,028.75;1,819.00
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;4,449.25;2,309.50;1,596.25;14,215.50;96.75;162.75;0.00;11,187.00;4,945.50;9,705.75;3,526.50;1,858.50
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;4,593.25;2,513.25;1,624.75;11,362.00;7.75;171.25;0.00;11,318.75;4,988.25;10,428.50;4,816.25;1,877.50
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;4,627.50;2,611.50;1,513.25;8,996.75;11.50;192.50;0.00;11,546.50;4,802.25;11,260.00;5,424.75;1,893.75
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;4,582.75;2,183.50;1,831.50;7,381.75;4.25;193.25;0.00;11,702.50;4,712.25;10,815.25;3,562.75;1,865.50
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;4,426.50;1,962.75;2,132.00;6,916.00;3.00;194.00;0.00;11,749.00;4,418.00;10,194.25;2,092.50;1,855.00
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;4,297.75;1,890.00;2,571.25;6,347.25;3.00;195.25;0.00;11,532.75;3,827.50;10,109.50;815.00;1,880.00
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;4,183.75;1,857.50;3,260.75;6,663.00;3.00;196.75;0.00;10,923.25;3,713.25;8,848.00;631.00;1,842.00
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;4,077.50;1,889.75;3,539.00;7,049.25;2.50;192.75;0.00;10,436.00;3,106.25;7,107.75;627.75;1,849.25
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;3,986.00;1,953.50;4,060.50;8,054.25;3.00;193.00;0.00;9,671.75;2,687.50;6,760.75;428.75;1,865.00
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;3,927.00;1,816.00;4,697.00;9,368.75;3.00;193.00;0.00;8,990.25;2,597.25;6,322.25;117.25;1,805.25
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;3,895.75;1,757.00;4,944.50;11,146.25;3.00;193.00;0.00;8,791.25;2,525.75;6,190.75;176.25;1,796.75
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;3,893.25;1,755.75;5,065.50;13,354.25;3.00;193.50;0.00;8,682.75;2,567.00;6,056.75;99.00;1,796.25
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;3,920.50;1,764.75;5,095.50;14,754.00;3.00;189.75;0.00;8,585.25;2,527.75;6,202.75;57.50;1,782.75
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;3,961.00;1,777.50;5,112.50;16,458.25;3.25;192.50;0.00;9,002.00;2,637.25;6,573.75;140.50;1,784.50
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;4,070.75;1,848.75;5,153.75;18,327.75;3.00;189.50;0.00;9,579.50;2,844.00;7,176.00;233.50;1,817.50
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;4,268.25;1,959.25;5,184.00;20,028.50;3.25;192.50;0.00;11,147.25;3,288.75;7,749.00;688.25;1,847.25
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;4,417.75;2,012.00;5,251.25;21,550.00;189.00;198.00;0.00;11,687.00;3,737.75;8,141.00;762.00;1,878.25
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;4,414.25;2,025.50;5,278.75;22,333.00;1,710.50;197.50;0.00;11,741.00;3,989.25;8,120.00;628.00;1,867.50
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;4,341.75;1,963.75;5,316.00;22,755.25;4,098.50;196.25;0.00;11,944.75;3,770.00;8,032.75;555.25;1,867.00
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;4,295.25;1,982.75;5,359.00;23,074.50;5,683.75;201.00;0.00;11,571.50;3,441.25;8,089.75;483.50;1,900.00
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;4,213.75;2,007.75;5,398.00;22,873.75;5,671.00;202.00;0.00;11,543.50;3,478.75;8,512.75;544.00;1,934.75
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;4,196.50;1,935.75;5,478.00;22,417.75;4,390.25;202.75;0.00;10,955.25;3,549.25;8,590.50;976.00;1,906.75
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;4,240.25;1,942.00;5,604.75;21,678.75;2,826.00;202.75;0.00;10,853.25;3,634.00;8,842.50;794.00;1,890.00
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;4,325.50;2,056.25;5,770.00;20,453.25;1,124.00;202.00;0.00;10,920.75;3,912.50;9,112.00;859.75;1,884.25
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;4,475.50;2,270.25;5,844.75;19,862.75;88.25;203.00;0.00;11,177.50;4,027.50;9,258.25;1,847.00;1,880.25
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;4,584.25;2,393.75;5,960.50;20,086.50;4.50;202.50;0.00;11,371.25;4,315.00;9,331.25;3,229.50;1,867.75
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;4,592.50;2,161.50;6,084.25;20,163.75;5.75;202.50;0.00;11,510.50;4,311.50;9,346.25;2,666.75;1,837.50
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;4,547.75;2,103.25;6,204.50;20,094.75;4.75;201.50;0.00;12,120.75;4,295.25;9,337.75;2,220.50;1,868.00
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;4,401.75;1,972.50;6,226.00;19,216.75;3.75;194.25;0.00;12,297.00;4,198.00;9,015.75;864.50;1,876.75
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;4,276.25;1,918.25;6,224.25;18,202.25;3.00;194.00;0.00;12,310.25;3,492.00;7,943.75;407.00;1,944.75
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;4,163.75;1,928.75;6,216.75;16,572.75;4.00;195.00;0.00;12,014.75;3,107.50;7,366.75;323.75;1,985.75
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;4,092.50;1,844.25;6,162.00;14,948.75;3.00;190.25;0.00;10,627.00;2,580.75;7,006.75;152.25;1,975.00
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;4,040.50;1,811.75;6,186.00;13,442.25;3.00;190.75;0.00;9,836.00;2,416.75;7,049.50;415.75;1,896.25
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;3,991.00;1,762.25;6,124.25;12,118.25;3.00;190.25;0.00;9,591.50;2,285.75;6,814.00;238.00;1,889.00
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;3,970.75;1,778.50;5,937.75;11,407.75;3.00;190.00;0.00;9,372.50;2,184.75;6,671.00;189.50;1,870.75
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;3,953.00;1,787.75;5,721.25;10,923.50;3.00;189.75;0.00;9,187.75;2,183.50;6,696.00;193.50;1,870.00
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;3,966.50;1,770.00;5,764.25;10,567.75;3.00;195.75;0.00;9,271.25;2,149.75;6,793.00;159.00;1,890.25
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;4,003.00;1,783.25;5,786.75;10,116.25;3.00;195.75;0.00;9,411.75;2,182.25;6,874.25;193.00;1,898.75
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;4,085.00;1,796.75;5,806.00;10,151.00;3.25;194.00;0.00;9,688.25;2,261.75;7,025.25;231.75;1,879.00
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;4,197.50;1,856.75;5,827.00;10,017.25;3.50;193.75;0.00;10,410.50;2,552.00;7,518.25;148.00;1,843.75
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;4,322.50;1,813.50;5,806.25;10,154.00;109.50;197.75;0.00;11,953.00;2,817.75;7,781.50;391.75;1,865.75
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;4,375.75;1,838.50;5,748.75;10,345.25;1,042.25;200.50;0.00;12,335.50;2,991.75;7,942.25;452.00;1,896.75
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;4,385.25;1,879.25;5,772.50;10,050.75;2,156.50;202.25;0.00;12,245.25;3,229.00;7,958.50;645.50;1,875.25
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;4,412.25;2,043.25;5,689.50;9,969.00;2,782.25;201.00;0.00;12,511.00;3,661.75;8,016.25;844.00;1,868.75
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;4,309.75;1,883.75;5,645.25;10,093.00;2,895.25;201.00;0.00;12,437.00;3,689.75;7,994.25;698.50;1,899.50
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;4,270.75;1,961.50;5,626.00;10,033.00;2,342.00;202.00;0.00;12,517.50;3,540.75;8,000.00;822.75;1,892.50
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;4,285.50;2,079.50;5,700.00;10,049.50;1,425.00;198.25;0.00;12,543.00;3,554.25;7,995.50;1,405.00;1,886.00
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;4,350.75;2,002.75;5,818.75;10,125.50;480.75;199.75;0.00;12,373.75;3,587.25;8,130.25;1,090.75;1,851.75
