Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Aug 6, 2022 10:00 AM;Aug 6, 2022 11:00 AM;52,404.75;55,692.25;3,287.50;21,426.50
Aug 6, 2022 11:00 AM;Aug 6, 2022 12:00 PM;53,221.50;58,771.00;5,549.50;19,258.50
Aug 6, 2022 12:00 PM;Aug 6, 2022 1:00 PM;52,468.00;58,307.75;5,839.75;16,631.00
Aug 6, 2022 1:00 PM;Aug 6, 2022 2:00 PM;51,045.75;58,036.00;6,990.25;14,736.75
Aug 6, 2022 2:00 PM;Aug 6, 2022 3:00 PM;50,152.25;56,745.50;6,593.25;14,545.50
Aug 6, 2022 3:00 PM;Aug 6, 2022 4:00 PM;49,474.75;55,640.00;6,165.25;16,044.25
Aug 6, 2022 4:00 PM;Aug 6, 2022 5:00 PM;48,692.25;52,383.75;3,691.50;19,059.75
Aug 6, 2022 5:00 PM;Aug 6, 2022 6:00 PM;48,720.25;50,707.75;1,987.50;24,807.00
Aug 6, 2022 6:00 PM;Aug 6, 2022 7:00 PM;47,964.50;48,455.50;491.00;31,937.50
Aug 6, 2022 7:00 PM;Aug 6, 2022 8:00 PM;47,025.75;47,036.50;10.75;38,248.00
Aug 6, 2022 8:00 PM;Aug 6, 2022 9:00 PM;45,365.50;45,380.50;15.00;40,508.25
Aug 6, 2022 9:00 PM;Aug 6, 2022 10:00 PM;44,600.25;44,615.25;15.00;39,722.75
Aug 6, 2022 10:00 PM;Aug 6, 2022 11:00 PM;43,263.00;43,426.00;163.00;37,054.75
Aug 6, 2022 11:00 PM;Aug 7, 2022 12:00 AM;40,862.00;41,100.25;238.25;34,074.75
Aug 7, 2022 12:00 AM;Aug 7, 2022 1:00 AM;38,481.00;38,844.50;363.50;31,609.00
Aug 7, 2022 1:00 AM;Aug 7, 2022 2:00 AM;36,899.25;37,484.25;585.00;30,079.75
Aug 7, 2022 2:00 AM;Aug 7, 2022 3:00 AM;36,088.25;36,737.00;648.75;29,556.00
Aug 7, 2022 3:00 AM;Aug 7, 2022 4:00 AM;35,448.50;36,592.25;1,143.75;29,371.25
Aug 7, 2022 4:00 AM;Aug 7, 2022 5:00 AM;35,465.50;36,313.00;847.50;29,769.00
Aug 7, 2022 5:00 AM;Aug 7, 2022 6:00 AM;35,422.25;36,098.50;676.25;29,924.00
Aug 7, 2022 6:00 AM;Aug 7, 2022 7:00 AM;35,652.25;36,753.00;1,100.75;29,371.75
Aug 7, 2022 7:00 AM;Aug 7, 2022 8:00 AM;37,530.75;38,456.25;925.50;27,481.50
Aug 7, 2022 8:00 AM;Aug 7, 2022 9:00 AM;40,892.00;42,342.50;1,450.50;24,222.75
Aug 7, 2022 9:00 AM;Aug 7, 2022 10:00 AM;43,718.00;46,772.50;3,054.50;18,974.00
Aug 7, 2022 10:00 AM;Aug 7, 2022 11:00 AM;45,476.25;50,903.50;5,427.25;14,180.50
Aug 7, 2022 11:00 AM;Aug 7, 2022 12:00 PM;47,157.25;52,498.00;5,340.75;11,880.00
Aug 7, 2022 12:00 PM;Aug 7, 2022 1:00 PM;47,334.75;53,654.50;6,319.75;10,236.50
Aug 7, 2022 1:00 PM;Aug 7, 2022 2:00 PM;45,816.50;52,476.25;6,659.75;8,744.25
Aug 7, 2022 2:00 PM;Aug 7, 2022 3:00 PM;44,785.50;51,447.50;6,662.00;8,435.50
Aug 7, 2022 3:00 PM;Aug 7, 2022 4:00 PM;44,295.00;50,079.50;5,784.50;10,806.00
Aug 7, 2022 4:00 PM;Aug 7, 2022 5:00 PM;44,139.50;48,284.00;4,144.50;15,778.00
Aug 7, 2022 5:00 PM;Aug 7, 2022 6:00 PM;44,359.00;46,089.75;1,730.75;23,061.50
Aug 7, 2022 6:00 PM;Aug 7, 2022 7:00 PM;45,108.00;45,575.25;467.25;31,703.00
Aug 7, 2022 7:00 PM;Aug 7, 2022 8:00 PM;45,118.75;45,287.00;168.25;38,356.00
Aug 7, 2022 8:00 PM;Aug 7, 2022 9:00 PM;45,045.75;45,085.00;39.25;41,015.25
Aug 7, 2022 9:00 PM;Aug 7, 2022 10:00 PM;45,339.75;45,375.00;35.25;40,877.50
Aug 7, 2022 10:00 PM;Aug 7, 2022 11:00 PM;44,102.25;44,255.00;152.75;38,003.75
Aug 7, 2022 11:00 PM;Aug 8, 2022 12:00 AM;41,408.00;42,228.25;820.25;34,591.25
Aug 8, 2022 12:00 AM;Aug 8, 2022 1:00 AM;39,803.25;41,038.25;1,235.00;33,648.75
Aug 8, 2022 1:00 AM;Aug 8, 2022 2:00 AM;38,804.50;41,509.25;2,704.75;33,770.75
Aug 8, 2022 2:00 AM;Aug 8, 2022 3:00 AM;37,827.50;41,306.25;3,478.75;33,654.75
Aug 8, 2022 3:00 AM;Aug 8, 2022 4:00 AM;37,805.25;41,373.50;3,568.25;34,388.25
Aug 8, 2022 4:00 AM;Aug 8, 2022 5:00 AM;38,761.75;41,563.75;2,802.00;35,829.00
Aug 8, 2022 5:00 AM;Aug 8, 2022 6:00 AM;41,686.25;42,579.25;893.00;39,044.50
Aug 8, 2022 6:00 AM;Aug 8, 2022 7:00 AM;48,054.75;48,267.25;212.50;44,640.00
Aug 8, 2022 7:00 AM;Aug 8, 2022 8:00 AM;53,185.25;53,205.75;20.50;45,608.50
Aug 8, 2022 8:00 AM;Aug 8, 2022 9:00 AM;56,933.00;56,959.50;26.50;42,268.75
Aug 8, 2022 9:00 AM;Aug 8, 2022 10:00 AM;58,538.25;58,639.75;101.50;35,808.75
Aug 8, 2022 10:00 AM;Aug 8, 2022 11:00 AM;59,676.50;60,882.00;1,205.50;30,006.00
Aug 8, 2022 11:00 AM;Aug 8, 2022 12:00 PM;60,907.00;62,592.25;1,685.25;26,656.25
Aug 8, 2022 12:00 PM;Aug 8, 2022 1:00 PM;61,183.00;62,603.75;1,420.75;25,657.75
Aug 8, 2022 1:00 PM;Aug 8, 2022 2:00 PM;60,011.50;61,323.75;1,312.25;25,041.00
Aug 8, 2022 2:00 PM;Aug 8, 2022 3:00 PM;58,578.25;60,718.25;2,140.00;24,837.25
Aug 8, 2022 3:00 PM;Aug 8, 2022 4:00 PM;57,445.00;60,084.25;2,639.25;26,039.75
Aug 8, 2022 4:00 PM;Aug 8, 2022 5:00 PM;56,664.50;58,786.50;2,122.00;29,279.75
Aug 8, 2022 5:00 PM;Aug 8, 2022 6:00 PM;56,360.25;57,283.25;923.00;34,966.50
Aug 8, 2022 6:00 PM;Aug 8, 2022 7:00 PM;56,161.25;56,392.25;231.00;42,162.75
Aug 8, 2022 7:00 PM;Aug 8, 2022 8:00 PM;55,777.25;55,783.00;5.75;47,530.50
Aug 8, 2022 8:00 PM;Aug 8, 2022 9:00 PM;54,278.75;54,284.75;6.00;48,137.25
Aug 8, 2022 9:00 PM;Aug 8, 2022 10:00 PM;52,763.75;52,771.25;7.50;45,351.25
Aug 8, 2022 10:00 PM;Aug 8, 2022 11:00 PM;49,576.75;49,593.50;16.75;40,638.50
Aug 8, 2022 11:00 PM;Aug 9, 2022 12:00 AM;46,032.75;46,450.25;417.50;36,683.75
Aug 9, 2022 12:00 AM;Aug 9, 2022 1:00 AM;43,617.75;45,130.50;1,512.75;34,813.25
Aug 9, 2022 1:00 AM;Aug 9, 2022 2:00 AM;42,239.00;43,816.00;1,577.00;34,574.50
Aug 9, 2022 2:00 AM;Aug 9, 2022 3:00 AM;40,984.00;42,902.25;1,918.25;34,462.50
Aug 9, 2022 3:00 AM;Aug 9, 2022 4:00 AM;41,096.25;43,097.50;2,001.25;35,561.75
Aug 9, 2022 4:00 AM;Aug 9, 2022 5:00 AM;41,849.25;43,421.00;1,571.75;36,906.00
Aug 9, 2022 5:00 AM;Aug 9, 2022 6:00 AM;44,383.25;45,288.50;905.25;39,429.00
Aug 9, 2022 6:00 AM;Aug 9, 2022 7:00 AM;50,194.50;50,708.75;514.25;44,134.50
Aug 9, 2022 7:00 AM;Aug 9, 2022 8:00 AM;54,934.00;54,960.50;26.50;45,379.50
Aug 9, 2022 8:00 AM;Aug 9, 2022 9:00 AM;58,260.75;58,271.75;11.00;42,960.75
Aug 9, 2022 9:00 AM;Aug 9, 2022 10:00 AM;59,332.75;59,466.75;134.00;36,405.00
Aug 9, 2022 10:00 AM;Aug 9, 2022 11:00 AM;60,645.00;61,698.50;1,053.50;30,018.50
Aug 9, 2022 11:00 AM;Aug 9, 2022 12:00 PM;61,950.25;63,830.75;1,880.50;25,758.00
Aug 9, 2022 12:00 PM;Aug 9, 2022 1:00 PM;61,792.75;66,908.25;5,115.50;23,395.50
Aug 9, 2022 1:00 PM;Aug 9, 2022 2:00 PM;61,267.50;66,813.00;5,545.50;23,668.50
Aug 9, 2022 2:00 PM;Aug 9, 2022 3:00 PM;59,890.00;65,145.00;5,255.00;24,404.50
Aug 9, 2022 3:00 PM;Aug 9, 2022 4:00 PM;58,574.00;63,016.25;4,442.25;25,837.75
Aug 9, 2022 4:00 PM;Aug 9, 2022 5:00 PM;57,314.25;61,387.50;4,073.25;28,940.00
Aug 9, 2022 5:00 PM;Aug 9, 2022 6:00 PM;56,639.00;58,474.25;1,835.25;34,197.75
Aug 9, 2022 6:00 PM;Aug 9, 2022 7:00 PM;56,470.00;56,849.25;379.25;41,206.00
Aug 9, 2022 7:00 PM;Aug 9, 2022 8:00 PM;56,059.25;56,066.00;6.75;46,959.00
Aug 9, 2022 8:00 PM;Aug 9, 2022 9:00 PM;54,207.00;54,210.75;3.75;47,411.75
Aug 9, 2022 9:00 PM;Aug 9, 2022 10:00 PM;52,978.00;53,049.75;71.75;44,104.50
Aug 9, 2022 10:00 PM;Aug 9, 2022 11:00 PM;49,546.00;49,813.50;267.50;38,591.25
Aug 9, 2022 11:00 PM;Aug 10, 2022 12:00 AM;46,176.25;47,149.00;972.75;34,548.25
Aug 10, 2022 12:00 AM;Aug 10, 2022 1:00 AM;43,806.75;45,141.00;1,334.25;33,073.75
Aug 10, 2022 1:00 AM;Aug 10, 2022 2:00 AM;42,357.00;44,476.50;2,119.50;33,113.25
Aug 10, 2022 2:00 AM;Aug 10, 2022 3:00 AM;41,150.25;43,719.25;2,569.00;33,218.50
Aug 10, 2022 3:00 AM;Aug 10, 2022 4:00 AM;41,498.75;44,578.25;3,079.50;34,711.25
Aug 10, 2022 4:00 AM;Aug 10, 2022 5:00 AM;42,299.25;43,746.25;1,447.00;36,478.50
Aug 10, 2022 5:00 AM;Aug 10, 2022 6:00 AM;44,779.75;45,444.75;665.00;39,513.50
Aug 10, 2022 6:00 AM;Aug 10, 2022 7:00 AM;50,364.75;50,481.25;116.50;44,401.25
Aug 10, 2022 7:00 AM;Aug 10, 2022 8:00 AM;54,947.75;54,953.50;5.75;45,400.00
Aug 10, 2022 8:00 AM;Aug 10, 2022 9:00 AM;58,199.25;58,204.75;5.50;42,680.25
Aug 10, 2022 9:00 AM;Aug 10, 2022 10:00 AM;59,556.50;59,774.50;218.00;35,986.25
Aug 10, 2022 10:00 AM;Aug 10, 2022 11:00 AM;61,000.00;62,448.25;1,448.25;29,576.25
Aug 10, 2022 11:00 AM;Aug 10, 2022 12:00 PM;62,328.50;64,681.00;2,352.50;25,455.75
Aug 10, 2022 12:00 PM;Aug 10, 2022 1:00 PM;61,992.75;66,947.75;4,955.00;22,951.50
Aug 10, 2022 1:00 PM;Aug 10, 2022 2:00 PM;61,505.25;67,544.25;6,039.00;22,463.25
Aug 10, 2022 2:00 PM;Aug 10, 2022 3:00 PM;59,920.50;65,646.75;5,726.25;22,432.25
Aug 10, 2022 3:00 PM;Aug 10, 2022 4:00 PM;58,894.00;63,984.25;5,090.25;24,298.75
Aug 10, 2022 4:00 PM;Aug 10, 2022 5:00 PM;57,822.25;60,835.25;3,013.00;28,101.50
Aug 10, 2022 5:00 PM;Aug 10, 2022 6:00 PM;57,315.25;57,779.00;463.75;34,328.00
Aug 10, 2022 6:00 PM;Aug 10, 2022 7:00 PM;57,022.00;57,168.75;146.75;42,121.00
Aug 10, 2022 7:00 PM;Aug 10, 2022 8:00 PM;56,003.25;56,005.50;2.25;47,982.50
Aug 10, 2022 8:00 PM;Aug 10, 2022 9:00 PM;54,251.25;54,254.00;2.75;48,432.25
Aug 10, 2022 9:00 PM;Aug 10, 2022 10:00 PM;53,045.00;53,059.00;14.00;45,168.00
Aug 10, 2022 10:00 PM;Aug 10, 2022 11:00 PM;49,901.25;50,031.50;130.25;39,479.00
Aug 10, 2022 11:00 PM;Aug 11, 2022 12:00 AM;46,533.50;46,678.00;144.50;35,383.50
Aug 11, 2022 12:00 AM;Aug 11, 2022 1:00 AM;44,134.00;44,776.75;642.75;33,603.25
Aug 11, 2022 1:00 AM;Aug 11, 2022 2:00 AM;42,449.00;43,076.25;627.25;33,097.25
Aug 11, 2022 2:00 AM;Aug 11, 2022 3:00 AM;41,461.25;43,039.50;1,578.25;33,400.00
Aug 11, 2022 3:00 AM;Aug 11, 2022 4:00 AM;41,659.50;44,588.75;2,929.25;35,023.25
Aug 11, 2022 4:00 AM;Aug 11, 2022 5:00 AM;42,080.00;43,578.50;1,498.50;36,715.75
Aug 11, 2022 5:00 AM;Aug 11, 2022 6:00 AM;44,601.25;45,203.75;602.50;40,004.25
Aug 11, 2022 6:00 AM;Aug 11, 2022 7:00 AM;50,332.75;50,423.25;90.50;45,191.00
Aug 11, 2022 7:00 AM;Aug 11, 2022 8:00 AM;55,071.50;55,078.50;7.00;46,329.25
Aug 11, 2022 8:00 AM;Aug 11, 2022 9:00 AM;58,287.00;58,290.00;3.00;42,865.50
Aug 11, 2022 9:00 AM;Aug 11, 2022 10:00 AM;60,064.00;60,119.25;55.25;36,700.00
Aug 11, 2022 10:00 AM;Aug 11, 2022 11:00 AM;61,346.25;61,898.50;552.25;29,956.25
Aug 11, 2022 11:00 AM;Aug 11, 2022 12:00 PM;62,163.25;63,849.25;1,686.00;24,298.00
Aug 11, 2022 12:00 PM;Aug 11, 2022 1:00 PM;62,229.50;66,159.50;3,930.00;21,150.75
Aug 11, 2022 1:00 PM;Aug 11, 2022 2:00 PM;62,006.25;68,347.75;6,341.50;20,848.25
Aug 11, 2022 2:00 PM;Aug 11, 2022 3:00 PM;60,548.75;65,491.50;4,942.75;21,231.25
Aug 11, 2022 3:00 PM;Aug 11, 2022 4:00 PM;59,543.25;62,972.00;3,428.75;23,665.50
Aug 11, 2022 4:00 PM;Aug 11, 2022 5:00 PM;57,981.75;59,178.00;1,196.25;27,370.25
Aug 11, 2022 5:00 PM;Aug 11, 2022 6:00 PM;57,018.75;57,085.25;66.50;33,489.50
Aug 11, 2022 6:00 PM;Aug 11, 2022 7:00 PM;56,489.50;56,524.50;35.00;41,050.75
Aug 11, 2022 7:00 PM;Aug 11, 2022 8:00 PM;55,632.75;55,636.75;4.00;46,753.50
Aug 11, 2022 8:00 PM;Aug 11, 2022 9:00 PM;54,095.00;54,096.00;1.00;47,056.50
Aug 11, 2022 9:00 PM;Aug 11, 2022 10:00 PM;52,731.50;52,738.00;6.50;43,601.00
Aug 11, 2022 10:00 PM;Aug 11, 2022 11:00 PM;49,563.50;49,688.25;124.75;38,595.25
Aug 11, 2022 11:00 PM;Aug 12, 2022 12:00 AM;45,845.50;46,465.00;619.50;34,288.25
Aug 12, 2022 12:00 AM;Aug 12, 2022 1:00 AM;43,704.75;44,974.50;1,269.75;32,362.50
Aug 12, 2022 1:00 AM;Aug 12, 2022 2:00 AM;41,955.25;44,353.25;2,398.00;31,440.50
Aug 12, 2022 2:00 AM;Aug 12, 2022 3:00 AM;41,184.50;43,789.25;2,604.75;32,050.25
Aug 12, 2022 3:00 AM;Aug 12, 2022 4:00 AM;40,787.50;42,991.50;2,204.00;33,193.00
Aug 12, 2022 4:00 AM;Aug 12, 2022 5:00 AM;41,380.50;42,546.25;1,165.75;35,459.25
Aug 12, 2022 5:00 AM;Aug 12, 2022 6:00 AM;44,049.25;44,295.00;245.75;39,400.25
Aug 12, 2022 6:00 AM;Aug 12, 2022 7:00 AM;49,290.75;49,506.25;215.50;43,978.25
Aug 12, 2022 7:00 AM;Aug 12, 2022 8:00 AM;53,873.00;53,942.75;69.75;44,719.00
Aug 12, 2022 8:00 AM;Aug 12, 2022 9:00 AM;57,322.75;57,357.25;34.50;41,562.25
Aug 12, 2022 9:00 AM;Aug 12, 2022 10:00 AM;58,937.75;58,980.50;42.75;35,094.50
Aug 12, 2022 10:00 AM;Aug 12, 2022 11:00 AM;60,281.25;60,739.50;458.25;28,043.25
Aug 12, 2022 11:00 AM;Aug 12, 2022 12:00 PM;61,791.25;63,905.00;2,113.75;22,653.50
Aug 12, 2022 12:00 PM;Aug 12, 2022 1:00 PM;61,578.00;65,915.50;4,337.50;19,509.75
Aug 12, 2022 1:00 PM;Aug 12, 2022 2:00 PM;60,126.75;65,603.25;5,476.50;18,127.75
Aug 12, 2022 2:00 PM;Aug 12, 2022 3:00 PM;58,635.50;64,666.00;6,030.50;18,792.75
Aug 12, 2022 3:00 PM;Aug 12, 2022 4:00 PM;57,496.00;61,935.25;4,439.25;21,244.00
Aug 12, 2022 4:00 PM;Aug 12, 2022 5:00 PM;56,396.00;57,738.75;1,342.75;24,798.00
Aug 12, 2022 5:00 PM;Aug 12, 2022 6:00 PM;56,204.00;56,816.75;612.75;30,569.75
Aug 12, 2022 6:00 PM;Aug 12, 2022 7:00 PM;54,888.75;54,936.00;47.25;36,704.00
Aug 12, 2022 7:00 PM;Aug 12, 2022 8:00 PM;53,879.75;53,887.25;7.50;42,378.25
Aug 12, 2022 8:00 PM;Aug 12, 2022 9:00 PM;52,305.00;52,312.75;7.75;43,953.00
Aug 12, 2022 9:00 PM;Aug 12, 2022 10:00 PM;51,029.00;51,036.00;7.00;41,119.75
Aug 12, 2022 10:00 PM;Aug 12, 2022 11:00 PM;48,059.25;48,087.25;28.00;36,962.00
Aug 12, 2022 11:00 PM;Aug 13, 2022 12:00 AM;44,911.00;45,417.25;506.25;33,998.00
Aug 13, 2022 12:00 AM;Aug 13, 2022 1:00 AM;42,292.75;42,422.50;129.75;31,718.25
Aug 13, 2022 1:00 AM;Aug 13, 2022 2:00 AM;40,499.75;41,565.25;1,065.50;31,041.75
Aug 13, 2022 2:00 AM;Aug 13, 2022 3:00 AM;39,238.00;39,587.00;349.00;31,181.50
Aug 13, 2022 3:00 AM;Aug 13, 2022 4:00 AM;38,607.75;38,992.75;385.00;32,095.75
Aug 13, 2022 4:00 AM;Aug 13, 2022 5:00 AM;38,289.50;38,545.00;255.50;33,168.00
Aug 13, 2022 5:00 AM;Aug 13, 2022 6:00 AM;38,552.25;38,701.25;149.00;34,069.25
Aug 13, 2022 6:00 AM;Aug 13, 2022 7:00 AM;39,965.25;40,166.50;201.25;35,097.50
Aug 13, 2022 7:00 AM;Aug 13, 2022 8:00 AM;42,389.75;42,434.75;45.00;34,438.75
Aug 13, 2022 8:00 AM;Aug 13, 2022 9:00 AM;45,973.75;46,080.75;107.00;31,700.00
Aug 13, 2022 9:00 AM;Aug 13, 2022 10:00 AM;48,982.00;49,379.50;397.50;27,883.75
Aug 13, 2022 10:00 AM;Aug 13, 2022 11:00 AM;50,809.50;52,539.25;1,729.75;23,273.50
Aug 13, 2022 11:00 AM;Aug 13, 2022 12:00 PM;51,906.50;55,379.75;3,473.25;19,280.00
Aug 13, 2022 12:00 PM;Aug 13, 2022 1:00 PM;51,586.00;56,019.75;4,433.75;17,045.75
Aug 13, 2022 1:00 PM;Aug 13, 2022 2:00 PM;50,416.75;56,255.75;5,839.00;15,899.75
Aug 13, 2022 2:00 PM;Aug 13, 2022 3:00 PM;49,291.25;55,415.75;6,124.50;15,926.00
Aug 13, 2022 3:00 PM;Aug 13, 2022 4:00 PM;48,684.75;54,297.75;5,613.00;17,580.50
Aug 13, 2022 4:00 PM;Aug 13, 2022 5:00 PM;47,894.75;50,508.50;2,613.75;20,925.25
Aug 13, 2022 5:00 PM;Aug 13, 2022 6:00 PM;47,993.75;48,433.50;439.75;26,375.25
Aug 13, 2022 6:00 PM;Aug 13, 2022 7:00 PM;48,218.25;48,350.75;132.50;32,909.25
Aug 13, 2022 7:00 PM;Aug 13, 2022 8:00 PM;47,684.25;47,692.75;8.50;38,112.75
Aug 13, 2022 8:00 PM;Aug 13, 2022 9:00 PM;46,258.25;46,260.50;2.25;39,379.25
Aug 13, 2022 9:00 PM;Aug 13, 2022 10:00 PM;45,633.75;45,638.75;5.00;37,589.25
Aug 13, 2022 10:00 PM;Aug 13, 2022 11:00 PM;43,333.25;43,348.25;15.00;33,897.00
Aug 13, 2022 11:00 PM;Aug 14, 2022 12:00 AM;41,078.00;41,300.00;222.00;31,501.75
Aug 14, 2022 12:00 AM;Aug 14, 2022 1:00 AM;39,057.50;39,366.75;309.25;29,473.25
Aug 14, 2022 1:00 AM;Aug 14, 2022 2:00 AM;37,483.50;38,486.50;1,003.00;28,463.75
Aug 14, 2022 2:00 AM;Aug 14, 2022 3:00 AM;36,372.75;37,329.25;956.50;28,569.75
Aug 14, 2022 3:00 AM;Aug 14, 2022 4:00 AM;35,877.00;36,378.00;501.00;28,924.50
Aug 14, 2022 4:00 AM;Aug 14, 2022 5:00 AM;35,705.75;36,133.00;427.25;29,428.75
Aug 14, 2022 5:00 AM;Aug 14, 2022 6:00 AM;36,114.75;36,561.75;447.00;29,538.00
Aug 14, 2022 6:00 AM;Aug 14, 2022 7:00 AM;36,770.50;37,254.75;484.25;28,943.50
Aug 14, 2022 7:00 AM;Aug 14, 2022 8:00 AM;38,756.25;39,470.75;714.50;27,546.50
Aug 14, 2022 8:00 AM;Aug 14, 2022 9:00 AM;42,107.75;43,000.25;892.50;25,390.00
Aug 14, 2022 9:00 AM;Aug 14, 2022 10:00 AM;44,922.50;46,902.75;1,980.25;20,371.00
Aug 14, 2022 10:00 AM;Aug 14, 2022 11:00 AM;47,026.25;49,869.50;2,843.25;15,027.00
Aug 14, 2022 11:00 AM;Aug 14, 2022 12:00 PM;48,945.50;53,802.00;4,856.50;11,614.25
Aug 14, 2022 12:00 PM;Aug 14, 2022 1:00 PM;48,914.75;55,240.25;6,325.50;9,288.25
Aug 14, 2022 1:00 PM;Aug 14, 2022 2:00 PM;47,618.00;53,918.50;6,300.50;8,231.25
Aug 14, 2022 2:00 PM;Aug 14, 2022 3:00 PM;46,743.00;52,987.75;6,244.75;8,870.75
Aug 14, 2022 3:00 PM;Aug 14, 2022 4:00 PM;46,227.25;51,415.75;5,188.50;11,707.50
Aug 14, 2022 4:00 PM;Aug 14, 2022 5:00 PM;46,310.25;49,456.75;3,146.50;16,762.00
Aug 14, 2022 5:00 PM;Aug 14, 2022 6:00 PM;46,792.50;48,446.00;1,653.50;23,640.50
Aug 14, 2022 6:00 PM;Aug 14, 2022 7:00 PM;47,808.75;48,150.50;341.75;31,272.75
Aug 14, 2022 7:00 PM;Aug 14, 2022 8:00 PM;47,964.00;47,969.25;5.25;35,830.75
Aug 14, 2022 8:00 PM;Aug 14, 2022 9:00 PM;47,834.25;47,849.25;15.00;36,730.00
Aug 14, 2022 9:00 PM;Aug 14, 2022 10:00 PM;48,021.50;48,041.00;19.50;35,381.25
Aug 14, 2022 10:00 PM;Aug 14, 2022 11:00 PM;46,752.50;46,788.00;35.50;32,887.00
Aug 14, 2022 11:00 PM;Aug 15, 2022 12:00 AM;44,411.25;44,715.75;304.50;30,121.50
Aug 15, 2022 12:00 AM;Aug 15, 2022 1:00 AM;42,096.50;42,619.25;522.75;28,571.75
Aug 15, 2022 1:00 AM;Aug 15, 2022 2:00 AM;41,258.00;42,846.00;1,588.00;28,678.50
Aug 15, 2022 2:00 AM;Aug 15, 2022 3:00 AM;39,444.50;41,777.25;2,332.75;28,572.75
Aug 15, 2022 3:00 AM;Aug 15, 2022 4:00 AM;39,033.00;42,883.00;3,850.00;29,279.25
Aug 15, 2022 4:00 AM;Aug 15, 2022 5:00 AM;40,051.00;42,494.50;2,443.50;30,929.25
Aug 15, 2022 5:00 AM;Aug 15, 2022 6:00 AM;42,940.00;44,101.00;1,161.00;34,291.75
Aug 15, 2022 6:00 AM;Aug 15, 2022 7:00 AM;48,568.75;49,057.50;488.75;39,749.50
Aug 15, 2022 7:00 AM;Aug 15, 2022 8:00 AM;52,833.25;52,872.25;39.00;42,815.25
Aug 15, 2022 8:00 AM;Aug 15, 2022 9:00 AM;55,345.25;55,378.00;32.75;41,799.25
Aug 15, 2022 9:00 AM;Aug 15, 2022 10:00 AM;57,286.00;57,360.75;74.75;38,809.25
Aug 15, 2022 10:00 AM;Aug 15, 2022 11:00 AM;59,193.00;59,584.25;391.25;34,903.50
Aug 15, 2022 11:00 AM;Aug 15, 2022 12:00 PM;60,908.25;61,769.00;860.75;32,944.75
Aug 15, 2022 12:00 PM;Aug 15, 2022 1:00 PM;60,803.00;61,314.00;511.00;31,258.25
Aug 15, 2022 1:00 PM;Aug 15, 2022 2:00 PM;59,912.75;61,459.25;1,546.50;29,762.50
Aug 15, 2022 2:00 PM;Aug 15, 2022 3:00 PM;58,811.50;61,795.75;2,984.25;28,751.25
Aug 15, 2022 3:00 PM;Aug 15, 2022 4:00 PM;58,165.50;62,094.25;3,928.75;29,343.75
Aug 15, 2022 4:00 PM;Aug 15, 2022 5:00 PM;57,094.50;59,669.00;2,574.50;32,108.00
Aug 15, 2022 5:00 PM;Aug 15, 2022 6:00 PM;57,456.75;59,203.00;1,746.25;37,776.50
Aug 15, 2022 6:00 PM;Aug 15, 2022 7:00 PM;56,875.75;57,500.25;624.50;43,448.75
Aug 15, 2022 7:00 PM;Aug 15, 2022 8:00 PM;56,260.00;56,284.25;24.25;47,795.75
Aug 15, 2022 8:00 PM;Aug 15, 2022 9:00 PM;54,643.75;54,654.25;10.50;48,743.25
Aug 15, 2022 9:00 PM;Aug 15, 2022 10:00 PM;52,942.00;52,963.00;21.00;48,016.00
Aug 15, 2022 10:00 PM;Aug 15, 2022 11:00 PM;49,203.00;49,275.00;72.00;44,885.50
Aug 15, 2022 11:00 PM;Aug 16, 2022 12:00 AM;45,501.25;45,719.00;217.75;41,312.75
Aug 16, 2022 12:00 AM;Aug 16, 2022 1:00 AM;42,831.25;43,279.50;448.25;38,843.50
Aug 16, 2022 1:00 AM;Aug 16, 2022 2:00 AM;41,152.25;42,107.25;955.00;37,072.75
Aug 16, 2022 2:00 AM;Aug 16, 2022 3:00 AM;40,558.75;42,521.75;1,963.00;36,085.50
Aug 16, 2022 3:00 AM;Aug 16, 2022 4:00 AM;40,718.00;43,729.25;3,011.25;35,881.50
Aug 16, 2022 4:00 AM;Aug 16, 2022 5:00 AM;42,031.25;45,160.50;3,129.25;37,273.25
Aug 16, 2022 5:00 AM;Aug 16, 2022 6:00 AM;44,575.00;46,010.75;1,435.75;40,046.25
Aug 16, 2022 6:00 AM;Aug 16, 2022 7:00 AM;50,391.50;50,729.50;338.00;45,471.50
Aug 16, 2022 7:00 AM;Aug 16, 2022 8:00 AM;55,002.75;55,104.25;101.50;46,968.75
Aug 16, 2022 8:00 AM;Aug 16, 2022 9:00 AM;58,231.75;58,299.75;68.00;44,371.25
Aug 16, 2022 9:00 AM;Aug 16, 2022 10:00 AM;59,600.50;59,817.50;217.00;38,214.25
Aug 16, 2022 10:00 AM;Aug 16, 2022 11:00 AM;61,059.25;62,649.25;1,590.00;32,603.50
Aug 16, 2022 11:00 AM;Aug 16, 2022 12:00 PM;62,322.50;64,959.00;2,636.50;29,043.50
Aug 16, 2022 12:00 PM;Aug 16, 2022 1:00 PM;62,259.25;66,144.25;3,885.00;26,723.75
Aug 16, 2022 1:00 PM;Aug 16, 2022 2:00 PM;61,456.75;65,107.00;3,650.25;26,346.25
