Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;40,584.75;42,608.00;2,023.25;5,148.25
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;39,221.25;41,745.25;2,524.00;4,212.00
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;38,238.50;41,290.00;3,051.50;3,303.50
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;37,508.50;40,601.50;3,093.00;3,623.00
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;37,134.75;40,415.00;3,280.25;3,554.25
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;37,437.25;40,898.75;3,461.50;3,546.25
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;37,117.25;40,775.50;3,658.25;3,575.50
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;37,722.50;40,563.50;2,841.00;3,971.00
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;38,390.75;41,164.50;2,773.75;3,579.00
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;40,365.25;44,055.50;3,690.25;3,289.75
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;42,739.50;46,550.00;3,810.50;2,423.75
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;45,281.25;48,684.00;3,402.75;3,109.00
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;46,291.00;49,222.00;2,931.00;4,632.00
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;45,714.50;48,495.50;2,781.00;6,128.50
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;45,359.25;46,458.25;1,099.00;9,186.75
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;45,405.75;45,909.25;503.50;12,600.75
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;47,343.25;47,469.25;126.00;15,528.75
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;50,613.75;50,625.25;11.50;18,056.50
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;50,701.75;50,710.75;9.00;19,071.25
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;49,611.00;49,649.00;38.00;18,506.00
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;47,544.50;47,634.75;90.25;17,277.00
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;45,601.75;45,774.25;172.50;16,430.25
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;44,113.75;44,970.75;857.00;16,439.00
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;41,485.00;43,186.75;1,701.75;15,728.25
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;38,793.25;40,446.25;1,653.00;14,155.25
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;37,465.25;39,795.75;2,330.50;13,606.50
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;37,422.00;40,500.00;3,078.00;13,724.50
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;37,735.75;41,472.75;3,737.00;12,527.25
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;39,798.25;43,400.25;3,602.00;12,159.00
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;42,879.75;45,673.75;2,794.00;12,417.50
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;48,199.50;49,954.75;1,755.25;14,671.50
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;53,096.75;53,832.75;736.00;17,859.75
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;56,619.75;56,713.00;93.25;20,337.75
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;58,522.50;58,526.50;4.00;21,965.25
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;60,116.75;60,129.00;12.25;22,873.00
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;61,558.50;61,639.50;81.00;25,860.75
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;61,906.75;61,908.75;2.00;27,370.25
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;61,234.50;61,236.75;2.25;27,933.50
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;60,322.00;60,324.25;2.25;28,698.50
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;60,672.25;60,672.75;0.50;29,721.50
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;62,037.00;62,038.00;1.00;29,356.75
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;64,002.25;64,004.75;2.50;28,045.75
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;63,701.00;63,756.50;55.50;24,969.50
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;61,825.00;62,112.75;287.75;20,603.50
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;58,664.75;59,531.75;867.00;16,001.50
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;55,309.00;56,726.25;1,417.25;11,508.00
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;52,523.00;54,541.50;2,018.50;9,107.25
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;49,553.25;52,214.00;2,660.75;6,040.50
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;46,590.75;50,274.75;3,684.00;5,774.00
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;44,766.50;49,150.25;4,383.75;4,511.50
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;43,713.25;48,160.75;4,447.50;3,148.25
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;44,073.00;48,722.50;4,649.50;3,563.00
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;45,503.25;50,172.25;4,669.00;4,160.50
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;48,405.50;52,988.50;4,583.00;6,187.00
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;54,234.75;57,682.50;3,447.75;7,095.25
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;58,794.25;59,819.75;1,025.50;10,493.00
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;61,579.25;61,767.25;188.00;13,562.50
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;62,887.50;62,938.25;50.75;13,542.50
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;63,709.50;64,312.50;603.00;11,448.00
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;65,086.25;66,087.75;1,001.50;11,219.00
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;65,112.50;65,885.25;772.75;11,433.00
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;63,723.00;64,545.75;822.75;11,552.50
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;62,559.50;63,276.75;717.25;13,530.00
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;62,101.75;62,687.00;585.25;17,652.00
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;62,736.00;62,800.75;64.75;21,712.25
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;65,204.00;65,232.75;28.75;26,308.75
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;65,237.25;65,241.75;4.50;27,802.25
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;63,099.50;63,111.00;11.50;26,974.00
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;59,255.75;59,355.50;99.75;24,019.75
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;56,264.75;56,508.25;243.50;21,290.25
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;53,269.00;53,737.00;468.00;19,370.50
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;49,501.50;50,332.75;831.25;15,142.25
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;46,828.00;49,635.25;2,807.25;11,932.25
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;45,717.75;50,007.75;4,290.00;10,072.75
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;45,066.75;50,022.75;4,956.00;8,342.00
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;45,451.00;50,437.75;4,986.75;8,262.50
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;46,714.50;51,272.75;4,558.25;9,059.75
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;49,210.50;52,829.00;3,618.50;11,116.75
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;54,195.50;55,626.75;1,431.25;16,823.50
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;59,869.25;60,149.00;279.75;23,708.75
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;63,555.25;63,707.00;151.75;28,801.50
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;64,881.00;65,074.25;193.25;30,369.00
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;66,011.75;66,658.50;646.75;30,895.00
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;66,213.00;66,244.00;31.00;31,566.50
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;66,245.25;66,254.75;9.50;33,477.50
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;65,359.75;65,548.25;188.50;35,734.25
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;64,343.25;64,522.25;179.00;39,145.25
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;63,649.50;63,749.00;99.50;43,487.50
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;64,440.00;64,520.25;80.25;48,531.50
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;66,344.00;66,349.00;5.00;53,349.50
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;65,484.75;65,485.25;0.50;54,963.25
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;63,987.50;64,102.00;114.50;54,770.00
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;60,250.75;60,320.25;69.50;51,199.75
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;56,973.75;57,237.25;263.50;48,052.25
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;53,994.75;54,169.75;175.00;44,068.00
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;50,578.25;50,985.75;407.50;39,987.50
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;47,347.25;47,839.00;491.75;35,229.50
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;45,688.00;46,879.50;1,191.50;31,619.25
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;44,547.25;47,119.50;2,572.25;28,453.50
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;44,823.75;48,361.25;3,537.50;26,401.00
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;46,107.00;49,966.50;3,859.50;26,254.50
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;48,565.75;50,851.00;2,285.25;26,991.75
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;53,339.50;54,178.75;839.25;29,855.00
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;58,775.00;58,955.25;180.25;33,559.25
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;62,261.25;62,397.50;136.25;35,271.00
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;63,862.50;63,993.50;131.00;34,540.25
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;64,660.75;64,793.50;132.75;32,491.00
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;65,428.75;65,671.25;242.50;31,311.50
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;65,164.75;65,181.00;16.25;31,222.00
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;63,852.75;63,863.00;10.25;31,566.75
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;62,778.50;62,795.00;16.50;32,669.00
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;62,317.50;62,388.25;70.75;34,970.25
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;63,400.00;63,407.75;7.75;37,604.25
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;65,739.25;65,747.25;8.00;39,687.75
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;65,651.75;65,662.50;10.75;39,398.00
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;63,699.00;63,742.25;43.25;37,395.00
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;60,065.50;60,294.25;228.75;34,619.00
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;56,923.50;57,188.25;264.75;32,494.00
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;54,390.25;54,528.75;138.50;31,596.75
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;50,925.00;51,341.50;416.50;29,811.25
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;48,050.50;48,536.25;485.75;28,419.25
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;46,302.00;47,301.00;999.00;28,056.50
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;45,309.25;47,215.00;1,905.75;27,960.75
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;44,661.50;46,734.50;2,073.00;28,013.75
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;44,751.00;46,973.50;2,222.50;28,416.00
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;45,082.50;47,209.50;2,127.00;29,176.50
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;45,702.75;47,519.50;1,816.75;29,742.50
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;47,334.25;47,930.00;595.75;31,486.50
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;50,917.75;51,188.25;270.50;34,848.00
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;54,467.50;54,836.75;369.25;37,331.25
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;56,457.25;56,610.25;153.00;38,477.50
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;58,228.50;58,291.00;62.50;39,787.75
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;58,592.50;58,676.00;83.50;39,959.00
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;57,519.25;57,558.00;38.75;39,518.25
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;56,911.00;57,051.00;140.00;39,736.50
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;56,989.75;57,084.25;94.50;40,564.75
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;57,764.25;57,917.75;153.50;41,740.75
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;59,804.25;59,868.50;64.25;43,472.75
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;59,876.75;59,887.25;10.50;43,470.75
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;58,241.00;58,261.50;20.50;41,836.25
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;55,108.00;55,297.25;189.25;38,579.00
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;52,688.50;52,901.75;213.25;36,266.75
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;51,441.50;51,722.25;280.75;35,291.00
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;48,625.00;49,170.00;545.00;32,507.75
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;45,864.50;46,885.50;1,021.00;29,996.25
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;44,202.50;45,781.00;1,578.50;28,216.00
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;43,487.75;46,349.75;2,862.00;27,379.50
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;42,997.75;46,119.00;3,121.25;26,914.50
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;43,103.00;46,863.25;3,760.25;26,816.00
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;43,027.00;46,760.25;3,733.25;26,606.25
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;43,184.00;46,590.25;3,406.25;26,096.00
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;44,838.50;47,588.25;2,749.75;27,772.75
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;47,392.50;48,338.25;945.75;30,672.75
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;51,230.25;51,299.50;69.25;34,151.75
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;53,966.00;53,979.75;13.75;36,368.25
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;56,590.00;56,601.75;11.75;37,815.75
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;57,436.50;57,500.00;63.50;37,949.00
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;56,313.50;56,384.75;71.25;36,874.75
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;55,457.75;55,600.50;142.75;36,602.25
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;55,181.75;55,212.00;30.25;37,437.75
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;56,876.50;56,900.00;23.50;38,954.75
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;60,442.50;60,535.75;93.25;41,217.00
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;61,065.25;61,326.75;261.50;40,096.75
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;59,651.50;60,258.50;607.00;37,309.25
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;56,930.50;57,288.75;358.25;35,027.00
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;55,284.00;55,370.25;86.25;34,433.50
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;54,761.25;55,105.00;343.75;34,095.00
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;52,223.50;54,278.25;2,054.75;31,207.50
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;50,541.50;54,232.75;3,691.25;29,447.25
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;49,000.75;52,864.00;3,863.25;27,296.50
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;48,503.75;52,574.25;4,070.50;25,967.75
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;48,668.50;53,079.25;4,410.75;25,723.25
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;49,668.75;53,334.75;3,666.00;27,322.00
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;52,999.75;55,902.25;2,902.50;31,097.00
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;60,894.25;62,105.75;1,211.50;38,771.50
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;66,842.50;67,400.75;558.25;44,758.50
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;70,365.75;70,498.25;132.50;47,692.75
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;70,892.00;70,899.00;7.00;46,608.25
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;70,469.50;70,570.75;101.25;43,654.00
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;70,513.75;70,781.25;267.50;40,833.25
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;70,074.75;70,240.25;165.50;38,677.50
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;69,788.25;70,226.00;437.75;38,636.25
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;68,944.00;69,553.00;609.00;40,533.00
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;68,611.25;69,148.75;537.50;44,090.75
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;69,016.00;69,236.25;220.25;46,025.75
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;71,454.00;71,463.00;9.00;47,944.50
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;71,438.00;71,439.50;1.50;47,904.75
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;70,063.25;70,206.00;142.75;46,760.50
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;66,517.00;66,590.00;73.00;44,133.75
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;63,234.75;63,403.00;168.25;41,881.00
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;60,603.00;60,871.75;268.75;40,990.25
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;57,103.50;59,098.50;1,995.00;38,848.00
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;55,344.25;57,927.00;2,582.75;38,204.75
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;53,532.50;57,028.50;3,496.00;37,323.00
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;52,805.50;56,928.75;4,123.25;37,342.50
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;52,483.75;56,503.50;4,019.75;37,849.50
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;53,444.50;57,208.25;3,763.75;39,345.75
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;56,675.25;58,795.00;2,119.75;43,131.75
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;62,991.75;63,275.75;284.00;49,494.50
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;68,912.00;68,942.25;30.25;55,823.00
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;71,608.50;71,614.50;6.00;58,358.25
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;71,612.75;71,615.50;2.75;55,879.50
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;71,585.75;71,598.25;12.50;51,997.00
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;71,549.75;71,734.25;184.50;48,513.00
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;71,084.50;71,791.00;706.50;46,702.50
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;69,595.00;69,955.00;360.00;46,377.00
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;68,021.50;68,416.75;395.25;49,282.25
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;67,926.75;67,951.00;24.25;55,040.00
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;68,794.75;68,841.75;47.00;57,764.75
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;71,975.00;71,982.50;7.50;59,027.00
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;71,813.25;71,865.00;51.75;58,283.25
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;70,317.75;70,362.50;44.75;56,940.25
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;66,813.50;66,842.25;28.75;53,931.50
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;63,866.00;63,955.25;89.25;51,343.25
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;60,866.50;61,515.50;649.00;48,917.50
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;57,920.25;59,934.75;2,014.50;46,590.50
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;55,606.50;58,252.75;2,646.25;45,217.75
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;53,910.25;57,073.75;3,163.50;44,219.50
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;53,072.00;57,025.25;3,953.25;43,485.75
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;52,970.00;57,122.00;4,152.00;43,662.75
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;53,647.00;57,604.25;3,957.25;44,368.50
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;56,582.00;59,726.00;3,144.00;47,318.50
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;63,137.25;63,832.50;695.25;53,663.00
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;68,790.25;68,795.00;4.75;59,166.00
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;71,431.25;71,435.00;3.75;61,484.25
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;72,245.50;72,248.75;3.25;59,936.50
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;72,011.00;72,064.75;53.75;56,306.50
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;71,679.00;71,832.00;153.00;53,376.25
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;70,807.75;71,166.00;358.25;51,941.00
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;69,484.50;69,897.00;412.50;52,451.25
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;68,200.25;68,739.00;538.75;55,408.00
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;68,022.75;68,198.50;175.75;60,595.50
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;69,162.50;69,217.50;55.00;63,768.25
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;71,842.25;71,931.75;89.50;65,097.00
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;71,501.00;71,514.00;13.00;64,242.25
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;70,257.50;70,262.25;4.75;63,893.00
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;67,073.25;67,089.25;16.00;61,705.25
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;63,772.50;63,979.25;206.75;59,191.50
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;61,023.50;61,278.00;254.50;56,930.00
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;57,837.00;58,871.50;1,034.50;53,943.75
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;56,068.75;58,714.25;2,645.50;52,057.50
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;54,913.25;58,708.50;3,795.25;50,396.50
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;53,794.25;57,567.50;3,773.25;48,683.00
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;53,848.50;58,078.75;4,230.25;48,476.50
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;54,814.00;59,197.00;4,383.00;48,876.25
